Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,Space,OBPM,DBPM,BPM,VORP
394,Tyler Ulis\ulisty01,PG,21,PHO,12,136,13.1,.466,.116,.279,1.5,5.8,3.6,23.7,5.2,0.6,18.6,18.2,,-0.1,0.2,0.1,.040,,-3.0,0.6,-2.4,0.0
395,Jonas Valanciunas\valanjo01,C,24,TOR,18,507,19.0,.602,.000,.344,12.2,25.3,18.8,4.5,0.8,2.6,13.8,19.2,,1.2,0.6,1.8,.169,,0.1,-0.3,-0.1,0.2
396,Denzel Valentine\valende01,SG,23,CHI,15,150,3.7,.406,.683,.049,0.7,13.2,7.0,5.5,1.3,0.5,8.7,13.1,,-0.1,0.2,0.0,.012,,-3.7,-1.2,-4.9,-0.1
397,Fred VanVleet\vanvlfr01,PG,22,TOR,5,13,27.0,.700,.400,.000,0.0,8.7,4.4,25.2,7.8,0.0,16.7,20.6,,0.0,0.0,0.1,.263,,5.8,1.8,7.6,0.0
398,Anderson Varejao\varejan01,C,34,GSW,6,31,19.4,.646,.000,1.600,19.1,19.8,19.5,19.3,1.5,2.5,26.0,16.0,,0.1,0.0,0.2,.251,,1.7,1.6,3.3,0.0
399,Greivis Vasquez\vasqugr01,PG,30,BRK,3,39,4.3,.376,.375,.375,0.0,5.5,2.7,17.7,1.2,2.0,9.7,11.2,,0.0,0.0,0.0,-0.015,,-5.5,-2.1,-7.6,-0.1
400,Rashad Vaughn\vaughra01,SG,20,MIL,10,134,10.6,.519,.635,.000,0.0,8.8,4.5,2.3,1.9,2.6,5.5,18.0,,0.0,0.1,0.1,.051,,-1.4,-1.9,-3.3,0.0
401,Noah Vonleh\vonleno01,PF,21,POR,17,182,7.2,.482,.391,.239,4.8,28.0,16.3,2.2,1.1,3.0,20.4,15.3,,-0.2,0.1,-0.1,-0.019,,-6.5,-1.4,-7.8,-0.3
402,Nikola Vucevic\vucevni01,C,26,ORL,20,555,18.2,.461,.060,.143,10.6,34.0,22.2,16.3,1.3,2.5,8.8,23.7,,0.1,1.2,1.2,.106,,-2.1,2.9,0.8,0.4
403,Sasha Vujacic\vujacsa01,SG,32,NYK,12,86,6.6,.414,.615,.154,1.3,20.0,10.7,12.7,1.7,0.0,15.3,16.5,,-0.1,0.1,0.0,-0.027,,-3.9,-1.4,-5.3,-0.1
404,Dwyane Wade\wadedw01,SG,35,CHI,17,524,20.2,.531,.207,.247,4.8,9.8,7.3,17.3,2.7,1.6,10.8,28.0,,0.8,0.7,1.5,.142,,2.2,-0.1,2.1,0.5
405,Dion Waiters\waitedi01,SG,25,MIA,16,509,11.2,.455,.266,.201,1.4,10.4,5.8,21.1,1.4,1.5,12.3,24.9,,-0.4,0.5,0.1,.009,,-2.0,-0.5,-2.5,-0.1
406,Kemba Walker\walkeke02,PG,26,CHO,20,668,23.9,.585,.384,.301,1.5,11.4,6.5,29.2,2.3,0.7,9.4,29.9,,1.8,0.9,2.6,.189,,6.5,-0.7,5.9,1.3
407,John Wall\walljo01,PG,26,WAS,16,568,22.5,.533,.182,.325,2.7,11.3,6.9,46.8,2.8,1.5,17.7,31.2,,0.9,0.6,1.4,.121,,3.9,0.1,4.0,0.8
408,Taurean Waller-Prince\princta02,SF,22,ATL,14,162,9.8,.534,.479,.208,2.7,20.1,11.5,10.1,1.2,1.9,18.6,17.1,,0.0,0.2,0.2,.057,,-3.9,0.8,-3.2,0.0
409,T.J. Warren\warretj01,SF,23,PHO,13,421,17.2,.517,.128,.217,6.4,8.0,7.2,5.3,2.8,0.7,5.5,23.4,,0.6,0.3,0.9,.100,,0.3,-1.2,-1.0,0.1
410,C.J. Watson\watsocj01,PG,32,ORL,17,207,7.2,.410,.385,.359,1.0,9.9,5.4,12.0,2.7,0.0,8.1,10.6,,0.0,0.3,0.2,.057,,-4.2,1.1,-3.1,-0.1
411,David West\westda01,PF,36,GSW,20,212,14.1,.548,.015,.242,9.0,16.0,12.7,18.6,2.7,3.3,24.7,19.7,,0.0,0.3,0.4,.085,,-2.5,2.4,-0.1,0.1
412,Russell Westbrook\westbru01,PG,28,OKC,20,714,30.0,.539,.220,.430,7.5,25.0,16.4,58.1,1.8,0.8,15.9,41.0,,2.3,1.1,3.4,.226,,9.9,4.2,14.1,2.9
413,Isaiah Whitehead\whiteis01,PG,21,BRK,15,334,5.2,.432,.283,.185,1.6,9.9,5.7,19.5,1.3,2.1,24.9,16.8,,-0.6,0.1,-0.5,-0.074,,-6.1,-0.5,-6.6,-0.4
414,Hassan Whiteside\whiteha01,C,27,MIA,20,665,24.9,.573,.000,.392,13.9,34.8,24.1,4.1,1.2,6.0,11.4,23.5,,1.3,1.5,2.8,.201,,-0.9,2.0,1.1,0.5
415,Andrew Wiggins\wiggian01,SF,21,MIN,20,729,16.0,.535,.218,.394,3.3,9.3,6.2,11.8,0.8,0.9,10.9,28.6,,0.9,0.1,1.0,.066,,0.3,-3.6,-3.3,-0.2
416,C.J. Wilcox\wilcocj01,SG,26,ORL,8,45,4.0,.450,.875,.250,2.3,4.8,3.6,16.2,0.0,0.0,25.3,11.8,,0.0,0.0,0.0,-0.015,,-4.9,-2.9,-7.9,-0.1
417,Alan Williams\willial03,PF,24,PHO,8,81,23.2,.610,.000,.560,21.9,29.1,25.4,2.0,2.9,6.8,20.4,20.2,,0.1,0.2,0.3,.166,,-1.6,1.5,-0.1,0.0
418,Deron Williams\willide01,PG,32,DAL,11,308,11.2,.464,.405,.157,0.7,10.3,5.2,38.4,0.7,0.6,16.2,23.5,,-0.1,0.2,0.1,.008,,-1.6,-2.3,-3.9,-0.1
419,Derrick Williams\willide02,SF,25,MIA,11,171,10.9,.449,.357,.257,4.9,11.0,7.8,3.9,0.9,0.9,2.5,20.8,,0.0,0.1,0.1,.039,,-2.4,-2.7,-5.1,-0.1
420,Lou Williams\willilo02,SG,30,LAL,22,533,23.2,.595,.394,.420,1.0,9.2,5.0,23.8,2.5,0.3,12.4,29.4,,1.6,0.3,1.8,.165,,5.1,-2.7,2.4,0.6
421,Marvin Williams\willima02,PF,30,CHO,15,413,9.7,.459,.559,.138,4.2,19.2,11.8,7.1,0.6,1.4,5.8,18.5,,-0.1,0.5,0.4,.042,,-2.2,-0.8,-3.0,-0.1
422,Troy Williams\willitr02,SF,22,MEM,15,252,8.0,.470,.351,.311,1.3,8.7,4.9,8.6,3.3,1.5,16.8,18.3,,-0.4,0.4,0.0,.002,,-4.2,1.0,-3.1,-0.1
423,Kyle Wiltjer\wiltjky01,PF,24,HOU,4,10,-9.2,.375,1.000,.000,0.0,34.4,17.1,0.0,0.0,0.0,33.3,25.9,,-0.1,0.0,-0.1,-0.315,,-15.2,-8.5,-23.7,-0.1
424,Justise Winslow\winslju01,SF,20,MIA,9,323,8.6,.387,.222,.151,3.6,10.6,7.0,17.0,2.4,0.7,9.4,20.4,,-0.4,0.4,0.0,-0.005,,-3.1,0.8,-2.2,0.0
425,Jeff Withey\witheje01,C,26,UTA,17,166,16.6,.660,.036,.679,9.5,17.0,13.5,1.8,1.9,6.7,16.1,12.5,,0.3,0.3,0.7,.194,,-1.3,3.6,2.3,0.2
426,Christian Wood\woodch01,PF,21,CHO,1,3,-5.3,.000,1.000,.000,0.0,70.7,35.7,0.0,0.0,0.0,0.0,14.9,,0.0,0.0,0.0,-0.255,,-20.3,-7.7,-28.0,0.0
427,Metta World Peace\artesro01,SF,37,LAL,8,46,4.2,.317,.714,.286,4.7,9.7,7.1,8.7,3.2,1.8,6.0,15.4,,-0.1,0.0,0.0,-0.035,,-3.1,0.0,-3.1,0.0
428,James Young\youngja01,SG,21,BOS,11,64,10.0,.500,.500,.000,3.4,15.3,9.3,6.6,2.3,0.0,6.7,10.5,,0.0,0.1,0.1,.069,,-2.5,-0.4,-2.9,0.0
429,Joe Young\youngjo01,PG,24,IND,14,86,10.0,.421,.300,.225,1.3,12.6,7.0,17.8,0.6,0.0,4.4,23.4,,-0.1,0.0,0.0,-0.008,,-3.3,-4.2,-7.5,-0.1
430,Nick Young\youngni01,SG,31,LAL,18,450,15.7,.625,.621,.192,1.7,8.9,5.2,7.0,0.5,1.3,5.9,19.2,,1.3,0.0,1.3,.139,,3.7,-3.3,0.5,0.3
431,Thaddeus Young\youngth01,PF,28,IND,19,573,15.2,.575,.225,.126,6.0,15.9,11.0,8.1,2.1,1.0,11.5,16.6,,0.6,0.6,1.2,.101,,0.3,0.4,0.6,0.4
432,Cody Zeller\zelleco01,PF,24,CHO,17,421,18.2,.614,.000,.591,8.0,18.1,13.1,8.5,1.1,4.1,7.6,16.6,,1.1,0.6,1.7,.196,,0.1,2.2,2.3,0.5
433,Tyler Zeller\zellety01,C,27,BOS,20,276,15.4,.512,.000,.253,10.6,17.7,14.2,11.2,0.7,4.4,9.4,17.3,,0.4,0.3,0.6,.112,,-2.2,1.0,-1.2,0.1
434,Stephen Zimmerman\zimmest01,C,20,ORL,2,11,15.2,.410,.000,.500,19.2,19.6,19.4,14.2,0.0,0.0,0.0,9.9,,0.0,0.0,0.0,.131,,-1.1,0.1,-1.0,0.0
435,Paul Zipser\zipsepa01,SF,22,CHI,6,30,-2.8,.000,.333,.000,3.5,20.9,12.2,12.4,1.7,0.0,14.3,10.0,,-0.1,0.0,-0.1,-0.123,,-9.6,1.3,-8.3,0.0
436,Ivica Zubac\zubaciv01,C,19,LAL,3,27,6.6,.509,.000,.333,7.9,16.5,12.1,0.0,1.8,0.0,12.7,12.4,,0.0,0.0,0.0,.036,,-5.1,-3.8,-8.9,0.0
