Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,Space,OBPM,DBPM,BPM,VORP
127,Bryn Forbes\forbebr01,SG,23,SAS,9,51,3.1,.402,.417,.083,0.0,9.0,4.5,2.8,1.0,0.0,0.0,11.3,,0.0,0.0,0.0,.001,,-4.0,-1.9,-6.0,-0.1
128,Evan Fournier\fournev01,SG,24,ORL,20,680,15.4,.568,.383,.325,1.7,7.9,4.8,18.1,1.7,0.0,13.0,23.7,,0.9,0.7,1.6,.112,,1.9,-1.3,0.7,0.5
129,Randy Foye\foyera01,SG,33,BRK,13,234,7.0,.468,.634,.155,0.4,15.1,7.7,19.1,0.8,1.0,19.2,17.0,,-0.2,0.1,-0.2,-0.033,,-3.8,-1.7,-5.5,-0.2
130,Tim Frazier\fraziti01,PG,26,NOP,20,620,13.9,.538,.264,.313,1.6,9.5,5.5,37.0,1.3,0.5,20.4,18.7,,0.5,0.4,1.0,.075,,-0.6,-1.7,-2.3,0.0
131,Channing Frye\fryech01,C,33,CLE,13,234,19.2,.629,.651,.113,2.9,15.8,9.6,5.7,1.1,3.3,7.5,22.4,,0.6,0.2,0.8,.168,,3.1,-1.4,1.6,0.2
132,Danilo Gallinari\gallida01,SF,28,DEN,17,613,14.1,.564,.392,.495,1.9,11.6,6.7,8.7,0.9,0.7,8.5,18.5,,1.2,0.3,1.5,.114,,1.2,-0.8,0.4,0.4
133,Langston Galloway\gallola01,PG,25,NOP,20,413,12.2,.492,.515,.078,1.8,11.1,6.5,12.3,2.7,0.2,7.5,20.2,,-0.1,0.4,0.4,.044,,-0.5,-0.5,-1.0,0.1
134,Marc Gasol\gasolma01,C,32,MEM,20,664,20.0,.540,.228,.248,2.9,16.7,9.5,23.0,1.3,4.7,10.3,26.1,,1.0,1.0,2.0,.141,,1.8,2.1,3.9,1.0
135,Pau Gasol\gasolpa01,C,36,SAS,19,495,18.1,.522,.114,.232,6.1,26.3,16.3,17.1,0.9,3.7,9.7,21.1,,0.6,0.7,1.3,.127,,-0.2,2.4,2.1,0.5
136,Rudy Gay\gayru01,SF,30,SAC,18,624,18.5,.564,.231,.328,3.2,18.2,10.7,15.5,1.9,2.0,12.8,25.2,,0.8,0.6,1.4,.110,,1.1,0.4,1.5,0.5
137,Michael Gbinije\gbinimi01,SG,24,DET,6,21,-2.7,.225,.500,.250,5.2,5.1,5.2,6.1,0.0,0.0,0.0,19.0,,-0.1,0.0,-0.1,-0.150,,-7.0,-3.1,-10.1,0.0
138,Alonzo Gee\geeal01,SF,29,DEN,9,80,5.6,.345,.250,.750,4.0,11.9,7.9,9.9,3.0,0.9,11.1,9.4,,0.0,0.1,0.0,.025,,-3.9,2.3,-1.6,0.0
139,Paul George\georgpa01,SF,26,IND,12,419,18.9,.556,.380,.210,3.7,17.9,10.8,16.7,2.6,1.4,14.2,27.3,,0.3,0.5,0.9,.098,,1.8,0.1,1.9,0.4
140,Jonathan Gibson\gibsojo01,PG,29,DAL,9,159,13.1,.523,.470,.394,0.7,12.3,6.1,24.4,2.3,0.0,18.9,28.1,,-0.1,0.2,0.0,.013,,-1.5,-1.2,-2.7,0.0
141,Taj Gibson\gibsota01,PF,31,CHI,19,551,17.6,.569,.000,.225,8.7,19.9,14.3,9.3,1.2,2.8,13.8,18.5,,0.8,0.8,1.6,.139,,-0.4,1.4,1.1,0.4
142,Manu Ginobili\ginobma01,SG,39,SAS,17,333,14.7,.543,.491,.268,3.1,13.2,8.2,20.6,2.9,0.8,17.2,21.0,,0.2,0.4,0.7,.097,,1.2,0.5,1.7,0.3
143,Rudy Gobert\goberru01,C,24,UTA,21,661,20.4,.671,.000,.875,11.9,27.5,20.1,5.0,1.0,6.4,16.6,14.4,,1.8,1.4,3.2,.229,,0.4,4.5,5.0,1.2
144,Archie Goodwin\goodwar01,SG,22,NOP,3,30,20.2,.798,.400,2.000,0.0,0.0,0.0,4.6,0.0,2.7,0.0,14.0,,0.2,0.0,0.2,.295,,2.7,-3.9,-1.2,0.0
145,Aaron Gordon\gordoaa01,SF,21,ORL,20,521,11.7,.467,.304,.196,4.7,13.9,9.2,11.3,1.6,1.8,9.5,20.0,,-0.2,0.7,0.6,.052,,-2.3,0.8,-1.4,0.1
146,Eric Gordon\gordoer01,SG,28,HOU,20,627,14.3,.564,.585,.165,1.5,9.3,5.4,12.8,1.2,1.2,11.5,22.7,,0.9,0.2,1.1,.084,,1.6,-2.7,-1.0,0.2
147,Marcin Gortat\gortama01,C,32,WAS,18,636,16.2,.597,.006,.342,10.3,28.6,19.3,6.6,0.6,2.9,12.7,14.0,,1.2,0.7,1.9,.141,,-0.6,1.4,0.8,0.4
148,Treveon Graham\grahatr01,SG,23,CHO,5,48,6.1,.917,.667,.000,0.0,13.2,6.7,6.0,0.0,0.0,14.3,6.5,,0.1,0.0,0.1,.113,,-0.8,-1.5,-2.3,0.0
149,Jerami Grant\grantje01,SF,22,TOT,19,378,9.8,.526,.304,.522,1.8,13.9,8.0,2.2,1.3,4.3,10.3,14.3,,0.0,0.5,0.5,.065,,-4.1,0.6,-3.4,-0.1
149,Jerami Grant\grantje01,SF,22,PHI,2,41,3.7,.390,.118,.471,0.0,18.5,9.4,0.0,0.0,7.8,12.8,25.5,,-0.2,0.0,-0.1,-0.154,,-13.5,-3.1,-16.6,-0.1
149,Jerami Grant\grantje01,SF,22,OKC,17,337,10.5,.556,.347,.533,2.0,13.3,7.8,2.5,1.4,3.9,9.7,13.0,,0.2,0.4,0.6,.091,,-2.9,1.1,-1.8,0.0
150,Jerian Grant\grantje02,PG,24,CHI,13,171,10.1,.419,.283,.167,1.2,10.4,5.8,14.4,3.2,0.9,7.2,17.4,,0.0,0.3,0.2,.066,,-2.6,0.2,-2.4,0.0
151,Danny Green\greenda02,SG,29,SAS,12,318,12.6,.628,.735,.147,1.1,12.7,6.9,13.0,1.3,2.6,13.2,12.1,,0.5,0.3,0.8,.120,,1.8,1.0,2.8,0.4
152,Draymond Green\greendr01,PF,26,GSW,19,636,18.6,.513,.351,.333,6.3,21.4,14.4,28.0,3.1,3.7,16.2,15.8,,1.2,1.2,2.5,.186,,1.6,4.6,6.2,1.3
153,Gerald Green\greenge01,SG,31,BOS,11,112,8.3,.407,.510,.122,3.9,15.5,9.7,20.0,0.9,0.7,10.4,23.0,,-0.1,0.1,-0.1,-0.025,,-3.2,-2.5,-5.7,-0.1
154,JaMychal Green\greenja01,PF,26,MEM,21,617,13.2,.585,.250,.296,7.9,19.5,13.5,6.3,1.2,2.5,13.1,14.7,,0.9,0.8,1.7,.129,,-0.5,1.5,1.0,0.5
155,Jeff Green\greenje02,SF,30,ORL,19,436,9.2,.462,.405,.268,2.9,12.6,7.7,10.6,0.7,1.2,10.5,19.6,,-0.2,0.5,0.3,.029,,-3.2,-0.7,-3.9,-0.2
156,Blake Griffin\griffbl01,PF,27,LAC,20,659,24.6,.555,.067,.473,6.4,22.4,14.6,25.2,1.7,1.5,8.9,28.1,,2.1,1.2,3.3,.237,,3.5,2.8,6.3,1.4
157,Justin Hamilton\hamilju01,C,26,BRK,19,423,12.3,.561,.578,.138,5.2,15.4,10.2,6.5,1.6,1.7,9.6,13.6,,0.4,0.2,0.7,.075,,-0.5,-0.2,-0.7,0.1
158,A.J. Hammons\hammoaj01,C,24,DAL,8,26,24.2,.511,.111,.444,16.4,23.6,19.7,14.0,0.0,7.1,0.0,19.4,,0.1,0.0,0.1,.216,,0.7,2.8,3.5,0.0
159,Tim Hardaway\hardati02,SG,24,ATL,21,440,15.0,.559,.500,.224,1.3,7.7,4.5,11.6,0.9,0.9,7.1,22.2,,0.6,0.4,1.0,.105,,0.9,-2.4,-1.5,0.1
160,James Harden\hardeja01,PG,27,HOU,20,743,28.2,.601,.442,.545,4.4,19.0,11.7,52.3,1.7,0.8,19.1,33.8,,3.5,0.5,4.0,.257,,9.2,0.3,9.5,2.1
161,Maurice Harkless\harklma01,SF,23,POR,21,652,15.0,.598,.367,.133,6.4,12.8,9.5,4.0,1.4,1.8,9.4,17.0,,1.1,0.2,1.3,.093,,1.3,-1.5,-0.2,0.3
162,Montrezl Harrell\harremo01,PF,23,HOU,11,145,18.1,.591,.000,.148,14.9,19.0,17.0,9.0,0.7,4.0,18.4,21.0,,0.2,0.1,0.3,.099,,-1.1,-0.3,-1.4,0.0
163,Devin Harris\harride01,PG,33,DAL,3,39,5.0,.300,.700,.000,5.5,6.3,5.8,23.6,2.7,0.0,16.7,14.4,,-0.1,0.0,0.0,-0.036,,-4.4,-0.1,-4.5,0.0
164,Gary Harris\harriga01,SG,22,DEN,5,114,13.6,.527,.283,.261,2.8,12.1,7.4,17.3,0.9,0.7,10.5,21.0,,0.1,0.1,0.2,.077,,-0.1,-1.6,-1.7,0.0
165,Joe Harris\harrijo01,SG,25,BRK,19,470,9.5,.562,.623,.130,1.1,10.5,5.7,9.1,1.4,0.3,14.2,17.1,,0.1,0.1,0.2,.019,,-1.0,-2.0,-3.0,-0.1
166,Tobias Harris\harrito02,PF,24,DET,21,693,17.2,.582,.252,.213,1.6,14.3,8.0,8.5,1.2,1.7,9.7,22.1,,1.1,0.9,2.0,.141,,1.3,1.0,2.4,0.8
167,Aaron Harrison\harriaa01,SG,22,CHO,4,15,-5.4,.102,.500,.500,0.0,14.1,7.1,17.2,0.0,0.0,0.0,14.5,,-0.1,0.0,-0.1,-0.189,,-10.3,-2.3,-12.7,0.0
168,Andrew Harrison\harrian01,SG,22,MEM,20,534,8.8,.463,.455,.480,1.3,9.6,5.3,21.5,2.5,1.8,18.1,15.6,,-0.2,0.7,0.6,.050,,-2.3,1.0,-1.3,0.1
169,Udonis Haslem\hasleud01,PF,36,MIA,6,38,2.6,.282,.125,.250,5.5,23.2,14.1,3.7,1.3,0.0,0.0,10.4,,0.0,0.1,0.0,.007,,-7.1,-0.1,-7.2,-0.1
170,Spencer Hawes\hawessp01,PF,28,CHO,19,336,15.3,.531,.217,.133,6.5,19.6,13.1,16.8,1.3,3.7,15.9,20.0,,0.1,0.5,0.6,.091,,-1.9,2.2,0.4,0.2
171,Gordon Hayward\haywago01,SF,26,UTA,15,538,22.9,.573,.294,.417,2.0,17.8,10.3,19.3,1.4,0.4,8.9,29.1,,1.6,0.7,2.2,.201,,3.8,-0.2,3.6,0.8
172,Gerald Henderson\hendege02,SG,29,PHI,19,472,12.0,.544,.255,.180,2.6,9.2,5.9,10.1,1.5,0.7,8.4,17.9,,0.4,0.2,0.6,.060,,-0.9,-1.6,-2.5,-0.1
173,John Henson\hensojo01,C,26,MIL,16,305,16.9,.561,.000,.379,9.4,23.8,16.8,8.9,1.1,7.0,13.6,16.9,,0.4,0.5,1.0,.152,,-2.0,3.2,1.2,0.2
174,Juan Hernangomez\hernaju01,PF,21,DEN,16,184,10.7,.551,.459,.568,3.4,20.2,11.8,4.6,1.6,2.1,11.5,11.9,,0.1,0.2,0.3,.086,,-2.2,1.0,-1.1,0.0
175,Willy Hernangomez\hernawi01,C,22,NYK,16,218,14.4,.614,.000,.206,10.9,22.7,16.8,8.6,1.4,2.2,27.4,20.3,,0.0,0.2,0.2,.036,,-2.9,0.1,-2.8,0.0
176,Mario Hezonja\hezonma01,SF,21,ORL,13,157,2.2,.358,.414,.129,2.0,12.4,7.1,9.6,1.3,1.0,14.9,24.8,,-0.7,0.2,-0.5,-0.143,,-8.2,-1.7,-9.9,-0.3
177,Roy Hibbert\hibbero01,C,30,CHO,15,236,15.0,.574,.000,.478,10.1,13.9,12.0,6.8,0.6,4.9,13.8,17.8,,0.3,0.3,0.6,.132,,-2.3,1.4,-1.0,0.1
178,Buddy Hield\hieldbu01,SG,23,NOP,20,320,8.0,.444,.510,.081,1.7,12.7,7.2,10.1,0.9,0.8,8.9,23.6,,-0.5,0.2,-0.3,-0.046,,-3.5,-2.5,-6.1,-0.3
179,Nene Hilario\hilarne01,C,34,HOU,16,284,14.1,.603,.036,.440,8.0,15.4,11.7,8.0,1.0,2.9,18.0,18.6,,0.4,0.2,0.5,.090,,-1.7,-0.4,-2.1,0.0
180,George Hill\hillge01,PG,30,UTA,11,360,25.3,.667,.390,.295,1.3,10.6,6.2,23.7,1.8,0.4,8.3,23.9,,1.7,0.4,2.1,.277,,7.5,-0.8,6.7,0.8
181,Jordan Hill\hilljo01,C,29,MIN,2,11,20.0,.773,.000,.667,30.0,32.9,31.4,0.0,0.0,0.0,34.0,23.3,,0.0,0.0,0.0,.154,,-2.7,-10.2,-12.9,0.0
182,Solomon Hill\hillso01,SF,25,NOP,20,521,7.6,.495,.489,.364,1.4,14.0,7.7,9.2,2.1,1.7,15.7,10.4,,-0.1,0.6,0.5,.048,,-3.0,2.5,-0.5,0.2
183,Darrun Hilliard\hillida01,SG,23,DET,11,114,8.1,.510,.412,.412,1.0,7.6,4.3,16.0,0.9,0.7,16.6,19.0,,0.0,0.1,0.1,.044,,-2.2,-1.1,-3.3,0.0
184,Jrue Holiday\holidjr01,PG,26,NOP,8,220,18.8,.555,.299,.196,1.0,10.2,5.6,39.3,1.8,1.5,15.3,27.9,,0.2,0.2,0.4,.089,,2.4,-1.4,1.1,0.2
185,Justin Holiday\holidju01,SG,27,NYK,19,359,11.2,.515,.436,.155,2.1,15.0,8.6,7.5,1.8,2.0,10.0,15.7,,0.2,0.2,0.4,.057,,-1.4,-0.2,-1.6,0.0
186,Rondae Hollis-Jefferson\holliro01,SF,22,BRK,16,389,9.4,.464,.227,.505,2.1,18.2,10.0,15.7,2.1,1.8,16.8,15.5,,-0.2,0.3,0.1,.017,,-4.2,1.4,-2.9,-0.1
187,Richaun Holmes\holmeri01,PF,23,PHI,16,246,18.1,.592,.215,.304,10.0,20.2,15.2,9.1,2.2,3.9,14.3,18.9,,0.4,0.3,0.7,.130,,-0.2,1.5,1.2,0.2
188,Rodney Hood\hoodro01,SG,24,UTA,19,595,15.8,.545,.438,.211,1.0,14.4,8.1,11.5,1.3,0.7,7.9,24.4,,0.7,0.7,1.4,.116,,1.4,-0.8,0.6,0.4
189,Al Horford\horfoal01,C,30,BOS,10,325,21.8,.605,.308,.120,4.0,17.7,10.9,23.0,0.9,6.8,9.5,18.7,,0.9,0.4,1.3,.188,,2.4,2.9,5.3,0.6
190,Danuel House\houseda01,SG,23,WAS,1,1,12.4,,,,0.0,100.0,56.3,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.163,,-16.7,-4.6,-21.3,0.0
191,Dwight Howard\howardw01,C,31,ATL,20,578,20.7,.591,.000,.630,16.8,31.4,24.2,6.0,1.7,4.4,18.1,21.0,,0.7,1.2,2.0,.163,,-1.6,2.8,1.3,0.5
192,Marcelo Huertas\huertma01,PG,33,LAL,9,80,6.6,.275,.190,.286,1.3,11.2,6.1,40.5,1.8,1.0,22.8,16.2,,-0.2,0.0,-0.1,-0.085,,-6.5,-2.5,-9.0,-0.1
193,Kris Humphries\humphkr01,PF,31,ATL,17,198,12.8,.512,.286,.333,8.9,20.3,14.7,6.8,0.7,3.6,14.2,18.3,,0.1,0.3,0.4,.089,,-3.7,0.8,-2.9,0.0
194,R.J. Hunter\hunterj01,SG,23,CHI,3,9,-3.2,.000,1.000,.000,0.0,11.6,5.8,0.0,0.0,0.0,0.0,4.8,,0.0,0.0,0.0,-0.083,,-8.5,-2.2,-10.7,0.0
195,Serge Ibaka\ibakase01,PF,27,ORL,20,605,17.1,.561,.259,.176,6.3,17.3,11.7,4.6,0.8,4.5,9.2,21.0,,0.7,0.9,1.7,.133,,-0.7,0.9,0.2,0.3
196,Andre Iguodala\iguodan01,SF,33,GSW,20,497,11.5,.532,.500,.157,1.9,11.6,7.1,18.4,1.8,0.8,10.7,10.6,,0.7,0.5,1.2,.115,,0.3,0.2,0.5,0.3
197,Ersan Ilyasova\ilyaser01,PF,29,TOT,20,498,14.1,.570,.479,.195,3.6,20.2,12.1,9.5,0.7,0.5,10.0,20.4,,0.6,0.3,0.9,.084,,0.2,-2.2,-2.0,0.0
197,Ersan Ilyasova\ilyaser01,PF,29,OKC,3,62,7.0,.469,.750,.000,3.7,24.7,14.4,2.2,2.4,1.3,20.0,13.8,,-0.1,0.1,0.0,.016,,-5.2,0.0,-5.2,0.0
197,Ersan Ilyasova\ilyaser01,PF,29,PHI,17,436,15.1,.578,.454,.213,3.6,19.6,11.7,10.5,0.5,0.4,9.1,21.3,,0.7,0.2,0.8,.093,,1.0,-2.5,-1.5,0.1
198,Joe Ingles\inglejo01,SF,29,UTA,21,347,13.2,.622,.556,.185,0.7,11.6,6.4,15.7,2.1,0.2,12.9,13.9,,0.6,0.4,1.1,.146,,1.5,0.4,1.9,0.3
199,Brandon Ingram\ingrabr01,SF,19,LAL,22,584,8.2,.470,.293,.317,1.8,14.1,7.9,9.4,1.2,1.7,14.8,16.2,,-0.3,0.2,0.0,-0.004,,-3.4,-0.1,-3.4,-0.2
200,Kyrie Irving\irvinky01,PG,24,CLE,18,612,21.8,.582,.315,.211,2.6,7.4,5.1,24.9,1.0,0.5,10.0,29.9,,1.8,0.3,2.1,.164,,4.5,-2.8,1.7,0.6
201,Demetrius Jackson\jacksde01,PG,22,BOS,3,15,33.3,.753,.250,1.500,14.5,7.2,10.9,22.1,0.0,0.0,0.0,19.8,,0.1,0.0,0.1,.387,,10.9,-4.1,6.7,0.0
202,LeBron James\jamesle01,SF,32,CLE,17,617,24.0,.579,.253,.379,3.1,19.5,11.6,44.6,1.4,0.9,17.2,29.1,,1.8,0.6,2.4,.190,,5.0,1.1,6.1,1.3
203,Al Jefferson\jeffeal01,C,32,IND,19,294,14.3,.487,.007,.095,7.9,21.8,14.9,10.9,0.5,1.7,7.2,22.9,,0.1,0.3,0.4,.062,,-3.0,-1.6,-4.6,-0.2
204,Richard Jefferson\jefferi01,SF,36,CLE,18,336,8.3,.559,.580,.203,1.7,12.9,7.5,6.2,0.9,0.5,9.6,10.8,,0.3,0.2,0.5,.069,,-1.2,-0.4,-1.6,0.0
205,John Jenkins\jenkijo01,SG,25,PHO,3,10,10.0,.410,.250,.500,0.0,11.2,5.4,14.2,0.0,0.0,0.0,20.4,,0.0,0.0,0.0,.016,,-4.0,-4.7,-8.8,0.0
206,Brandon Jennings\jennibr01,PG,27,NYK,19,408,13.3,.471,.500,.200,2.6,11.6,7.1,33.1,2.6,0.0,18.7,17.0,,0.3,0.2,0.5,.057,,0.1,-1.4,-1.3,0.1
207,Jonas Jerebko\jerebjo01,PF,29,BOS,20,345,11.6,.604,.385,.115,4.7,18.3,11.5,5.5,1.7,1.2,12.8,12.2,,0.4,0.3,0.7,.099,,-1.5,0.1,-1.4,0.1
208,Amir Johnson\johnsam01,PF,29,BOS,20,405,15.3,.616,.168,.253,8.3,13.1,10.7,14.2,1.5,2.6,14.6,13.6,,0.9,0.4,1.2,.147,,0.5,1.2,1.7,0.4
209,James Johnson\johnsja01,PF,29,MIA,20,488,15.0,.574,.396,.273,3.9,16.9,10.2,12.2,1.6,3.2,16.5,18.8,,0.4,0.7,1.1,.109,,-0.2,2.0,1.8,0.5
210,Joe Johnson\johnsjo02,SF,35,UTA,21,513,14.6,.576,.389,.127,2.1,13.4,8.0,14.3,1.0,0.3,9.3,17.0,,0.9,0.5,1.4,.132,,1.3,-0.2,1.1,0.4
211,Stanley Johnson\johnsst04,SF,20,DET,18,257,9.6,.496,.377,.279,2.6,14.7,8.7,8.6,1.4,2.2,11.6,13.5,,0.0,0.4,0.4,.079,,-2.2,2.4,0.2,0.1
212,Tyler Johnson\johnsty01,SG,24,MIA,19,567,15.3,.510,.293,.348,2.4,15.2,8.6,16.9,2.0,1.4,8.8,19.7,,0.6,0.7,1.4,.117,,0.3,1.2,1.5,0.5
213,Wesley Johnson\johnswe01,SF,29,LAC,15,190,7.5,.426,.600,.020,4.8,22.4,13.8,3.7,1.3,4.2,9.0,13.0,,-0.1,0.4,0.3,.067,,-3.6,2.5,-1.1,0.0
214,Nikola Jokic\jokicni01,PF,21,DEN,18,423,16.7,.566,.165,.278,8.2,22.0,15.1,18.7,1.4,1.4,13.9,17.1,,0.8,0.4,1.2,.141,,1.3,1.9,3.2,0.6
215,Derrick Jones\jonesde02,SF,19,PHO,1,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.016,,-5.9,0.0,-5.9,0.0
216,James Jones\jonesja02,SF,36,CLE,10,50,20.8,.882,.733,.133,2.3,4.2,3.3,6.3,1.0,3.1,15.9,16.4,,0.2,0.0,0.2,.202,,5.3,-1.8,3.5,0.1
217,Terrence Jones\joneste01,PF,25,NOP,19,465,15.7,.516,.226,.321,4.4,20.5,12.4,8.3,1.9,3.5,9.0,20.2,,0.2,0.7,0.8,.086,,-2.3,1.8,-0.5,0.2
218,Tyus Jones\jonesty01,PG,20,MIN,14,202,16.3,.595,.488,.349,2.7,11.3,6.8,29.8,3.2,0.0,19.5,13.3,,0.4,0.2,0.6,.143,,1.6,-1.4,0.2,0.1
219,DeAndre Jordan\jordade01,C,28,LAC,21,662,17.9,.618,.007,.715,11.8,33.0,22.6,3.2,0.8,4.3,14.8,15.0,,1.2,1.4,2.7,.193,,-1.3,2.8,1.5,0.6
220,Cory Joseph\josepco01,SG,25,TOR,20,429,13.9,.518,.197,.252,2.7,11.5,7.2,16.2,1.9,0.4,10.9,19.1,,0.5,0.3,0.9,.095,,0.0,-0.7,-0.7,0.1
221,Frank Kaminsky\kaminfr01,C,23,CHO,18,478,13.0,.496,.423,.160,3.2,15.7,9.5,17.6,0.9,1.2,9.6,21.4,,0.1,0.5,0.6,.063,,-0.6,-0.4,-1.0,0.1
222,Enes Kanter\kanteen01,C,24,OKC,20,380,24.4,.615,.082,.301,11.7,22.7,17.3,5.2,1.0,3.3,11.1,26.2,,1.1,0.6,1.6,.208,,0.5,-1.5,-1.0,0.1
223,Ryan Kelly\kellyry01,PF,25,ATL,8,39,12.6,.444,.429,.286,0.0,25.1,12.6,13.8,3.7,4.0,11.3,9.8,,0.0,0.1,0.1,.125,,-4.7,5.6,1.0,0.0
224,Michael Kidd-Gilchrist\kiddgmi01,SF,23,CHO,19,589,13.1,.537,.021,.528,5.7,18.2,12.0,6.4,1.3,2.7,8.9,14.5,,0.6,0.8,1.5,.122,,-2.5,2.1,-0.3,0.2
225,Sean Kilpatrick\kilpase01,SG,27,BRK,19,517,14.7,.540,.385,.373,1.6,16.6,9.0,16.7,1.3,0.5,15.2,27.5,,0.1,0.2,0.3,.025,,-1.0,-2.2,-3.2,-0.2
226,Brandon Knight\knighbr03,SG,25,PHO,20,496,11.7,.488,.282,.290,2.1,10.0,5.9,18.1,1.1,0.0,14.4,26.4,,-0.2,0.1,0.0,-0.005,,-2.0,-2.9,-4.9,-0.4
227,Kyle Korver\korveky01,SG,35,ATL,19,525,9.0,.580,.617,.098,0.2,9.1,4.7,10.3,1.6,1.1,18.3,13.9,,0.1,0.6,0.6,.058,,-1.8,0.6,-1.1,0.1
228,Kosta Koufos\koufoko01,C,27,SAC,19,372,10.8,.523,.011,.191,10.3,24.0,17.2,4.6,1.0,2.2,17.9,14.1,,0.0,0.3,0.4,.050,,-3.7,0.3,-3.4,-0.1
229,Mindaugas Kuzminskas\kuzmimi01,SF,27,NYK,16,190,14.1,.541,.469,.156,6.2,8.5,7.4,10.8,1.8,0.0,6.8,16.7,,0.4,0.0,0.4,.102,,1.7,-2.3,-0.6,0.1
230,Skal Labissiere\labissk01,PF,20,SAC,1,15,24.8,.633,.000,.600,23.2,0.0,11.6,0.0,0.0,0.0,0.0,18.8,,0.1,0.0,0.1,.238,,3.8,-8.2,-4.5,0.0
231,Jeremy Lamb\lambje01,SG,24,CHO,9,150,18.7,.547,.309,.294,5.1,32.5,18.9,9.4,1.0,2.2,10.5,25.5,,0.1,0.3,0.4,.118,,-2.1,-0.5,-2.6,0.0
232,Nicolas Laprovittola\laproni01,PG,27,SAS,11,122,7.9,.556,.594,.219,1.0,7.6,4.3,18.5,1.3,0.0,23.9,17.4,,0.0,0.1,0.1,.023,,-1.6,-2.6,-4.2,-0.1
233,Joffrey Lauvergne\lauvejo01,C,25,OKC,18,266,14.1,.560,.409,.148,6.4,20.6,13.6,8.4,1.6,1.2,10.5,16.8,,0.3,0.4,0.7,.126,,-0.6,-0.2,-0.8,0.1
234,Zach LaVine\lavinza01,SG,21,MIN,19,706,15.7,.573,.424,.195,1.2,8.7,4.8,12.2,1.3,0.5,8.9,22.2,,1.3,0.2,1.5,.102,,2.8,-2.9,-0.2,0.3
235,Ty Lawson\lawsoty01,PG,29,SAC,19,511,12.3,.497,.283,.268,4.1,9.1,6.6,26.6,2.2,0.4,18.4,15.2,,0.3,0.3,0.7,.061,,-0.5,-0.5,-1.0,0.1
236,Jake Layman\laymaja01,SF,22,POR,12,84,15.9,.614,.719,.156,0.0,13.2,6.6,11.0,2.9,0.9,10.5,19.8,,0.1,0.1,0.2,.110,,2.2,-2.2,0.0,0.0
237,Courtney Lee\leeco01,SG,31,NYK,18,534,10.4,.533,.348,.077,1.6,8.7,5.1,8.9,1.6,0.8,9.1,14.3,,0.4,0.1,0.6,.051,,-0.4,-0.8,-1.2,0.1
238,David Lee\leeda02,PF,33,SAS,20,342,19.4,.600,.000,.379,11.2,22.6,16.9,14.2,1.4,2.4,12.6,17.1,,0.9,0.5,1.4,.191,,1.5,1.9,3.4,0.5
239,Alex Len\lenal01,C,23,PHO,20,470,14.8,.544,.016,.512,9.8,28.2,18.6,5.1,1.1,5.0,16.4,16.8,,0.3,0.6,0.9,.094,,-3.4,2.0,-1.4,0.1
240,Kawhi Leonard\leonaka01,SF,25,SAS,20,678,26.6,.589,.289,.413,3.9,16.5,10.2,16.1,3.2,1.1,8.2,30.6,,2.3,1.0,3.3,.235,,5.7,0.4,6.1,1.4
241,Meyers Leonard\leoname01,PF,24,POR,19,304,9.4,.498,.587,.092,2.9,21.2,12.0,8.6,0.3,1.5,9.6,18.0,,0.1,0.1,0.1,.019,,-1.9,-2.6,-4.5,-0.2
242,Jon Leuer\leuerjo01,PF,27,DET,21,566,15.9,.582,.317,.167,6.8,21.0,13.9,7.7,0.7,1.4,10.2,17.1,,1.0,0.8,1.8,.154,,1.1,1.4,2.5,0.7
243,DeAndre Liggins\liggide01,SG,28,CLE,10,81,8.6,.553,.000,.467,4.2,13.0,8.8,11.9,2.4,1.0,27.9,13.5,,0.0,0.1,0.1,.046,,-4.2,1.5,-2.7,0.0
244,Damian Lillard\lillada01,PG,26,POR,21,748,25.0,.605,.361,.438,1.9,13.2,7.5,26.9,1.3,0.4,11.4,31.7,,2.8,0.1,2.9,.185,,6.7,-3.0,3.8,1.1
245,Jeremy Lin\linje01,PG,28,BRK,5,134,21.8,.554,.328,.379,1.5,13.6,7.5,39.9,2.5,1.8,15.1,25.2,,0.3,0.1,0.4,.129,,2.3,-0.8,1.5,0.1
246,Shaun Livingston\livinsh01,PG,31,GSW,20,349,9.3,.550,.014,.247,4.1,9.4,6.9,12.8,1.1,0.4,14.7,11.7,,0.3,0.2,0.6,.079,,-1.8,-0.7,-2.5,0.0
247,Kevon Looney\looneke01,PF,20,GSW,17,139,20.2,.707,.061,.455,11.1,21.4,16.6,9.8,1.0,4.4,7.0,13.2,,0.5,0.2,0.7,.253,,2.4,1.4,3.8,0.2
248,Brook Lopez\lopezbr01,C,28,BRK,17,475,21.8,.570,.394,.290,6.1,13.5,9.8,14.0,1.1,4.4,11.0,29.3,,0.8,0.3,1.1,.113,,2.6,-0.9,1.7,0.4
249,Robin Lopez\lopezro01,C,28,CHI,19,529,15.8,.475,.005,.109,14.6,14.0,14.3,4.1,0.3,5.1,7.4,17.6,,0.6,0.6,1.2,.111,,-1.5,0.6,-0.9,0.1
